intended_emotion,seed_text,seed_emotion_detected,seed_confidence,strategy,style_modifier,strategy_reply,followup_reply,followup_emotion,followup_confidence
anger,I am furious right now about how unfair this all feels.,anger,0.9855495095252991,Reframe,concise and emotionally attuned,"It sounds like you're feeling deeply hurt and frustrated; those feelings are valid, and perhaps this is a chance to explore what you both need to feel heard in this situation. It’s tough when things feel unfair, but it might also open the door to a more honest conversation between you.","I appreciate your perspective, but honestly, it still feels like my feelings are being minimized. I just want acknowledgment of the unfairness without jumping to solutions.",sadness,0.33987873792648315
anger,I am furious right now about how unfair this all feels.,anger,0.9855495095252991,Reframe,concise and emotionally attuned,"It sounds like you're feeling really overwhelmed by the unfairness, and that's completely valid; perhaps this moment of frustration can also be a catalyst for finding the change you hope for. It’s okay to express those feelings; they can lead to deeper understanding together.","I appreciate your perspective, but it doesn't change the fact that this situation is infuriating and deeply unjust. I get that feelings can lead to understanding, but right now, I just want to scream about how wrong this all is.",anger,0.9729440808296204
anger,I am furious right now about how unfair this all feels.,anger,0.9855495095252991,Affirm,concise and emotionally attuned,"It’s completely understandable to feel furious when things seem unfair; your ability to express your emotions shows a strong sense of self-awareness. You're handling a tough situation, and recognizing your feelings is a powerful step.","I get that, but knowing it’s understandable doesn’t change how infuriating this is. It feels like my feelings are just being brushed aside.",anger,0.9500903487205505
anger,I am furious right now about how unfair this all feels.,anger,0.9855495095252991,Affirm,concise and emotionally attuned,It’s completely valid to feel furious when things seem unfair; your emotions show how deeply you care about what’s happening. It's a testament to your strength that you're able to express those feelings.,It doesn’t change the fact that I’m still left feeling powerless and frustrated. Caring shouldn’t come with this level of anger and helplessness!,anger,0.8210160136222839
anger,Everything went wrong today and I am boiling with anger.,anger,0.9893659353256226,Affirm,concise and emotionally attuned,"It sounds like today was incredibly challenging for you, and it’s okay to feel that anger. Acknowledging your emotions shows your strength and self-awareness, which are truly admirable qualities.","I appreciate that, but it doesn't change the fact that everything feels completely out of control right now. I’m just so frustrated!",anger,0.9507381319999695
anger,I am furious right now about how unfair this all feels.,anger,0.9855495095252991,Affirm,concise and emotionally attuned,It's completely valid to feel furious; your emotions show how deeply you care about fairness and justice. Acknowledging these feelings is a strong step toward understanding and addressing what's bothering you.,Acknowledging my feelings doesn't change the fact that the situation is infuriating! It’s just ridiculous how often fairness gets tossed aside.,anger,0.9414783716201782
anger,Everything went wrong today and I am boiling with anger.,anger,0.9893659353256226,Affirm,concise and emotionally attuned,"It's completely understandable to feel that way after a tough day; your ability to express your emotions shows strength and self-awareness. Remember, acknowledging your feelings is a courageous step toward finding peace.","I get that, but it doesn’t change the fact that today was infuriating! Acknowledging my feelings doesn't erase the chaos I had to deal with.",anger,0.9699451923370361
anger,I am furious right now about how unfair this all feels.,anger,0.9855495095252991,Guide,concise and emotionally attuned,"It's completely understandable to feel that way; it might help to express your feelings calmly to your partner. Consider taking a few deep breaths, then share specific examples of what feels unfair to you, aiming for a constructive conversation.","I get that, but it’s hard to just breathe when I feel so wronged. How am I supposed to calmly talk when what I’m facing is so blatant and unjust?",anger,0.9715364575386047
anger,I am furious right now about how unfair this all feels.,anger,0.9855495095252991,Guide,concise and emotionally attuned,I can see how deeply frustrating this situation must be for you. Take a moment to breathe and then try to express your feelings to your partner calmly; they may not fully understand your perspective yet.,"I appreciate your advice, but it’s hard to stay calm when I feel so overlooked. I’ll try to find a way to voice my frustration, but I’m still angry about it all.",anger,0.6092873811721802
anger,Everything went wrong today and I am boiling with anger.,anger,0.9893659353256226,Guide,concise and emotionally attuned,"I’m really sorry to hear that—it sounds incredibly frustrating. Take a moment to breathe deeply, then try jotting down what specifically upset you; it can help clarify your feelings and give you a sense of control.",Breathing isn't going to fix the mess I dealt with today. I just want to scream about how everything seems to collapse at once!,anger,0.8362424373626709
anger,I am furious right now about how unfair this all feels.,anger,0.9855495095252991,Guide,concise and emotionally attuned,"It sounds incredibly frustrating to feel that way; it’s essential to express those feelings. How about taking a few deep breaths together, then discussing what specifically feels unfair? This can help both of you navigate the emotions and find a way forward.","Taking deep breaths won’t make this infuriating situation any less unfair! I need to vent, not just calm down—let’s talk about what’s driving me crazy.",anger,0.9789193868637085
anger,I am furious right now about how unfair this all feels.,anger,0.9855495095252991,Guide,concise and emotionally attuned,"I hear your frustration; it’s completely valid to feel that way. Take a moment to breathe, then consider sharing specific examples of what feels unfair—this can help you both understand each other better.","I appreciate you acknowledging my frustration, but it's hard to calm down when the injustices keep piling up. I want to lay out those examples, but honestly, it's infuriating just thinking about them.",anger,0.9842047095298767
anger,I am furious right now about how unfair this all feels.,anger,0.9855495095252991,Normalize,concise and emotionally attuned,"It’s completely valid to feel furious and frustrated; many people experience those emotions when facing unfair situations. You’re not alone in this, and it’s okay to express how you feel.","I appreciate that, but it's infuriating to feel like my anger is just brushed aside. I deserve to be heard and understood in this mess!",anger,0.9878777265548706
anger,I am furious right now about how unfair this all feels.,anger,0.9855495095252991,Normalize,concise and emotionally attuned,"It’s completely understandable to feel furious; many people feel that way in situations like this. You're not alone in experiencing this frustration, and your feelings are valid.","That doesn’t really change the fact that I’m still stuck in this mess, though. Acknowledgment doesn’t fix the unfairness I’m facing!",anger,0.4064733684062958
anger,Everything went wrong today and I am boiling with anger.,anger,0.9893659353256226,Normalize,concise and emotionally attuned,"It’s really tough when everything seems to fall apart like that; many people have moments where their emotions feel overwhelming, just like yours right now. You're not alone in feeling this way.","I get that people have tough days, but right now, I just want to scream about how everything's spiraled out of control. It's infuriating!",anger,0.9149669408798218
anger,I am furious right now about how unfair this all feels.,anger,0.9855495095252991,Normalize,concise and emotionally attuned,"It's completely understandable to feel furious about unfair situations; many people share that frustration when things don't seem right. You're not alone in this, and your feelings are valid.","I appreciate that acknowledgment, but it doesn’t change the fact that this situation is absolutely infuriating. It’s like no one cares about the real consequences of their actions.",anger,0.9160776138305664
anger,Everything went wrong today and I am boiling with anger.,anger,0.9893659353256226,Normalize,concise and emotionally attuned,It’s really tough when everything seems to go wrong; many people feel overwhelmed and angry when faced with days like that. You're not alone in this—it’s completely valid to feel the way you do right now.,"It's frustrating to hear that I'm not alone in this mess—misery loves company, sure, but it doesn't solve my issues. I'm just tired of these constant setbacks pushing me to my limit.",sadness,0.934463620185852
anger,I am furious right now about how unfair this all feels.,anger,0.9855495095252991,baseline,concise and emotionally attuned,I completely understand why you feel that way. It’s frustrating to face such unfairness. I’m here for you.,"Thanks for saying that, but it’s hard to shake this anger when nothing seems to change. I just want to see some real accountability.",anger,0.5355702042579651
anger,Everything went wrong today and I am boiling with anger.,anger,0.9893659353256226,baseline,concise and emotionally attuned,I’m really sorry to hear that today has been so tough. It’s completely understandable to feel angry when things don’t go as planned. I’m here for you.,"Thank you for acknowledging it, but that doesn’t change how infuriating today has been. I just want to vent, not be consoled right now.",anger,0.9707504510879517
anger,I am furious right now about how unfair this all feels.,anger,0.9855495095252991,baseline,concise and emotionally attuned,I’m really sorry to hear that you’re feeling this way. It’s completely understandable to feel furious when things seem unfair. I'm here for you.,"I appreciate you saying that, but it doesn’t change the fact that I feel like I’m being pushed aside. This is really infuriating!",anger,0.9216678738594055
anger,Everything went wrong today and I am boiling with anger.,anger,0.9893659353256226,baseline,concise and emotionally attuned,I’m really sorry to hear that today has been so tough for you. It’s completely understandable to feel upset when everything feels like it's going wrong. I’m here for you if you want to talk more about it.,"I appreciate your support, but talking about it just makes me more frustrated. I really just need to vent and not feel like I have to explain myself right now.",anger,0.9447752237319946
anger,I am furious right now about how unfair this all feels.,anger,0.9855495095252991,baseline,concise and emotionally attuned,I completely understand why you’re feeling that way. It’s tough when things seem so unfair. I’m here for you if you want to talk more about it.,"Thanks for getting it, but right now, it feels like talking won't change how infuriating this situation is. I just need to vent and let this anger out first.",anger,0.9622888565063477
disgust,That whole situation left a bad taste in my mouth.,disgust,0.9719199538230896,Validate,concise and emotionally attuned,"It sounds like that situation really affected you, and it’s understandable to feel upset about it. Your feelings are completely valid.","Absolutely, it's just hard to shake off that feeling of betrayal. It’s frustrating when people can be so inconsiderate.",disgust,0.45363932847976685
disgust,That whole situation left a bad taste in my mouth.,disgust,0.9719199538230896,Validate,concise and emotionally attuned,"It sounds like that situation really upset you, and it's understandable to feel that way. It’s hard when things turn out like that.","Absolutely, it’s just infuriating how people can be so careless and inconsiderate. I can’t shake off the feeling of disgust over it.",disgust,0.9663094878196716
disgust,That whole situation left a bad taste in my mouth.,disgust,0.9719199538230896,Validate,concise and emotionally attuned,"It sounds like you're really unsettled by what happened, and it's understandable to feel that way after such an experience.",Absolutely. I can't shake off the feeling; it's just so infuriating how things unfolded.,anger,0.9591797590255737
disgust,I feel grossed out and really put off by what happened.,disgust,0.9594080448150635,Validate,concise and emotionally attuned,"It sounds like you're feeling really uncomfortable and disturbed by what occurred, and that makes sense given the situation. It's okay to feel that way.","Yeah, it’s just hard to shake off that feeling. I can’t believe such a thing actually happened.",surprise,0.9130576848983765
disgust,That whole situation left a bad taste in my mouth.,disgust,0.9719199538230896,Validate,concise and emotionally attuned,It sounds like that experience really unsettled you and left you feeling uncomfortable. It's completely understandable to have those feelings.,"Absolutely, it was not just unsettling; it was infuriating to deal with such blatant disregard. It’s frustrating how some people just don’t care.",disgust,0.6863282322883606
disgust,I feel grossed out and really put off by what happened.,disgust,0.9594080448150635,Explore,concise and emotionally attuned,It sounds like this situation has affected you deeply; what specific part of it is making you feel this way? Can you share more about why it feels so overwhelming?,"Honestly, the sheer disregard people had for basic decency in that situation just made me feel sick. It’s infuriating to think they could treat others that way.",disgust,0.5699868202209473
disgust,That whole situation left a bad taste in my mouth.,disgust,0.9719199538230896,Explore,concise and emotionally attuned,It sounds like that experience really affected you. What specific part of the situation feels most unsettling for you?,It's just the sheer lack of respect and transparency that gets under my skin. How can anyone operate like that without considering the impact on others?,disgust,0.4121241271495819
disgust,That whole situation left a bad taste in my mouth.,disgust,0.9719199538230896,Explore,concise and emotionally attuned,It sounds like that situation really affected you both. What specifically about it felt off for you?,Everything about it just reeked of insincerity. I couldn't shake the feeling that there was a lot of manipulation happening behind the scenes.,disgust,0.8619422316551208
disgust,That whole situation left a bad taste in my mouth.,disgust,0.9719199538230896,Explore,concise and emotionally attuned,I can sense how frustrating that must feel for you. What specifically about the situation is bothering you the most?,"Honestly, it's just the complete lack of accountability from everyone involved. It’s infuriating to see that kind of disregard for consequences.",anger,0.7577379941940308
disgust,That whole situation left a bad taste in my mouth.,disgust,0.9719199538230896,Explore,concise and emotionally attuned,That sounds really disheartening. What specifically about the situation made you feel that way?,It was just the sheer disregard for basic decency that really struck me. It’s infuriating when people behave so thoughtlessly.,anger,0.8227514624595642
disgust,That whole situation left a bad taste in my mouth.,disgust,0.9719199538230896,Reframe,concise and emotionally attuned,"It sounds like that experience really impacted you deeply, which shows how much you care about what happens around you. Perhaps this discomfort can lead to important insights about what you truly value in your relationships.","Honestly, I don't need a lesson on insights right now. The whole thing was just unacceptable, and I’m still grappling with how wrong it felt.",anger,0.5856479406356812
disgust,That whole situation left a bad taste in my mouth.,disgust,0.9719199538230896,Reframe,concise and emotionally attuned,"It sounds like that experience was really upsetting for you, but maybe it's also an opportunity to clarify your feelings and priorities moving forward. What if this is a chance to define what truly matters to you?","I appreciate the silver lining you're trying to find, but honestly, the disgust I feel about how it all unfolded overshadows any supposed opportunity for growth. Sometimes, things just suck, and that's okay to acknowledge.",disgust,0.9747930765151978
disgust,That whole situation left a bad taste in my mouth.,disgust,0.9719199538230896,Reframe,concise and emotionally attuned,"It sounds like you're feeling really unsettled by what happened, and it's okay to acknowledge that discomfort; perhaps it’s also an opportunity to clarify your feelings and set new boundaries for the future.","Absolutely, it's frustrating to think I might have to redefine my boundaries because of someone else's actions. It's just infuriating how these things can happen.",anger,0.8329981565475464
disgust,That whole situation left a bad taste in my mouth.,disgust,0.9719199538230896,Reframe,concise and emotionally attuned,It’s completely understandable to feel unsettled; sometimes those tough experiences can also spark growth and new insights that we might not see right away. Maybe this could be an opportunity to reflect on what you truly value moving forward.,"I appreciate the silver lining, but I can’t shake off the disgust from how messy it all was. Reflection is fine, but it doesn’t erase the discomfort of the experience itself.",disgust,0.9819632768630981
disgust,That whole situation left a bad taste in my mouth.,disgust,0.9719199538230896,Reframe,concise and emotionally attuned,"It sounds like that experience felt really unsettling for you, and it’s understandable to feel that way. Sometimes, these moments can teach us more about what we value and how we want to navigate our relationships moving forward.","It was definitely unsettling, and the lesson learned doesn’t make it any less gross. I just can’t shake off that feeling of betrayal.",disgust,0.5663952827453613
disgust,I feel grossed out and really put off by what happened.,disgust,0.9594080448150635,Affirm,concise and emotionally attuned,"It’s completely valid to feel that way, and it shows your sensitivity to the situation. Acknowledging those feelings can be a strong step toward processing what happened together.","Sure, but it doesn’t really change how revolting the whole thing felt. I just can’t shake off that disgust.",disgust,0.9823215007781982
disgust,That whole situation left a bad taste in my mouth.,disgust,0.9719199538230896,Affirm,concise and emotionally attuned,"It’s completely understandable to feel that way; your ability to recognize and articulate your feelings shows great self-awareness and strength. You're navigating a tough situation, and that takes courage.","Thanks, but honestly, it doesn’t change how disgusting the whole thing was. Self-awareness doesn’t make dealing with the mess any easier.",disgust,0.9858479499816895
disgust,That whole situation left a bad taste in my mouth.,disgust,0.9719199538230896,Affirm,concise and emotionally attuned,I can understand how frustrating that must feel; it's a sign of your awareness and sensitivity that you're reflecting on it so deeply. Your ability to acknowledge your feelings shows real strength and resilience.,"Thanks, but honestly, I just can't shake off how gross that whole thing was. Awareness doesn't change the fact that it was a really unpleasant experience.",disgust,0.9529753923416138
disgust,I feel grossed out and really put off by what happened.,disgust,0.9594080448150635,Affirm,concise and emotionally attuned,"It’s completely understandable to feel that way, and it's great that you’re expressing your emotions openly. Your honesty shows strength and a willingness to communicate, which is so important in tough situations.","I appreciate that perspective, but it doesn’t change the fact that I’m still disgusted by the whole thing. It’s hard to shake off those feelings right now.",disgust,0.9875679016113281
disgust,That whole situation left a bad taste in my mouth.,disgust,0.9719199538230896,Affirm,concise and emotionally attuned,"It's completely understandable to feel that way; recognizing your feelings shows your depth of understanding and emotional awareness. You're processing this thoughtfully, and that strength will help you navigate through it.","I appreciate that, but honestly, I'm still just really grossed out by how everything went down. It shouldn't have had to be like this at all.",disgust,0.8691112399101257
disgust,That whole situation left a bad taste in my mouth.,disgust,0.9719199538230896,Guide,concise and emotionally attuned,I hear how frustrating that situation was for you; it’s important to process those feelings. Consider having an open conversation with your partner about how it affected both of you—expressing your feelings can help clear the air and find solutions together.,"I appreciate your insight, but honestly, it’s hard to see how talking fixes the mess they created. I just feel sick thinking about it all.",disgust,0.38960468769073486
disgust,I feel grossed out and really put off by what happened.,disgust,0.9594080448150635,Guide,concise and emotionally attuned,"It’s okay to feel that way; it’s important to acknowledge those feelings. Try sharing your thoughts with your partner to find understanding together, and set aside some time to discuss how you both can move forward positively.","I appreciate the suggestion, but it's hard to shake off this gross feeling. I just can't see how talking about it could make it any better right now.",disgust,0.9837565422058105
disgust,I feel grossed out and really put off by what happened.,disgust,0.9594080448150635,Guide,concise and emotionally attuned,It's completely understandable to feel that way; how about you both take a moment to express your feelings openly? Sharing your thoughts honestly can lead to clarity and help you both navigate this together.,"I get that sharing feelings is important, but honestly, I just feel even more grossed out thinking about it. It’s hard to want to open up when I’m still stuck on how disgusting everything is.",disgust,0.985027551651001
disgust,I feel grossed out and really put off by what happened.,disgust,0.9594080448150635,Guide,concise and emotionally attuned,It's completely understandable to feel that way; acknowledging those feelings is important. Try to find a quiet moment together to talk about what happened and share your thoughts honestly—you both deserve clarity and support.,"I appreciate that, but honestly, it still just feels disgusting to think about. How could someone be so thoughtless?",disgust,0.9900952577590942
disgust,I feel grossed out and really put off by what happened.,disgust,0.9594080448150635,Guide,concise and emotionally attuned,It's completely understandable to feel that way; try to take a few deep breaths and discuss your feelings with your partner when you're both ready. Sharing your thoughts can really help you both process what happened and find a way to move forward together.,"I appreciate the suggestion, but honestly, it's hard to shake off this feeling. It's just so unsettling to think about how everything unfolded.",fear,0.9392616748809814
disgust,I feel grossed out and really put off by what happened.,disgust,0.9594080448150635,Normalize,concise and emotionally attuned,"It’s completely understandable to feel grossed out and put off; many people experience those feelings in similar situations and it can be really overwhelming. You’re not alone in this, and it’s okay to feel what you’re feeling.","Thank you for saying that, but honestly, it doesn't make the feeling any less revolting. It’s just hard to shake off something that so deeply unsettles me.",fear,0.6431333422660828
disgust,I feel grossed out and really put off by what happened.,disgust,0.9594080448150635,Normalize,concise and emotionally attuned,"It's completely understandable to feel grossed out and put off; many people would feel the same way in this situation. You're not alone in this, and your feelings are valid.","Thank you for understanding, but honestly, it doesn’t make it any less disgusting. Just thinking about it makes my skin crawl.",disgust,0.9869465231895447
disgust,I feel grossed out and really put off by what happened.,disgust,0.9594080448150635,Normalize,concise and emotionally attuned,It's completely understandable to feel grossed out and put off; many people have faced similar feelings in tough situations. You're not alone in this—processing those emotions can be really hard.,"Thanks for understanding, but it still makes my stomach turn just thinking about it. I wish I could just forget it happened.",sadness,0.3443809151649475
disgust,I feel grossed out and really put off by what happened.,disgust,0.9594080448150635,Normalize,concise and emotionally attuned,It’s completely understandable to feel grossed out and put off; many people experience those intense feelings in similar situations. You're not alone in this—it's okay to feel what you're feeling.,"Thanks for understanding, but it still doesn’t make it any easier. I just can’t shake off that feeling of disgust.",disgust,0.9772419929504395
disgust,I feel grossed out and really put off by what happened.,disgust,0.9594080448150635,Normalize,concise and emotionally attuned,It’s completely understandable to feel grossed out and put off; many people experience those strong emotions when similar situations arise. You’re not alone in feeling this way.,"Thanks for understanding, but it doesn’t change the fact that I still feel completely unsettled by the whole thing. It's just so repulsive.",fear,0.8823952674865723
disgust,I feel grossed out and really put off by what happened.,disgust,0.9594080448150635,baseline,concise and emotionally attuned,I’m really sorry to hear that you're feeling this way. It’s completely understandable to feel grossed out by it. I’m here for you if you want to talk more about it.,"Thanks, but honestly, I just want to move on from it. It’s hard to shake off how repulsive it was.",disgust,0.9183228015899658
disgust,I feel grossed out and really put off by what happened.,disgust,0.9594080448150635,baseline,concise and emotionally attuned,I’m really sorry to hear that you're feeling that way. It’s completely understandable to feel grossed out after what happened. I’m here for you.,"Thanks for understanding, but it doesn't really change how I feel. It's just frustrating to deal with something so unpleasant.",sadness,0.8455215692520142
disgust,I feel grossed out and really put off by what happened.,disgust,0.9594080448150635,baseline,concise and emotionally attuned,"I hear you, and it’s completely understandable to feel that way. It sounds really tough, and I'm here for you.","I appreciate that, but honestly, it’s still hard to shake off just how disgusting that experience was. I really didn’t expect to feel this way.",disgust,0.9903510212898254
disgust,I feel grossed out and really put off by what happened.,disgust,0.9594080448150635,baseline,concise and emotionally attuned,I’m really sorry to hear that. It’s completely understandable to feel that way after what happened. I'm here for you.,"Thanks for saying that, but honestly, it's hard to shake off this feeling of disgust. I just can't believe something like that occurred.",disgust,0.9700005054473877
disgust,That whole situation left a bad taste in my mouth.,disgust,0.9719199538230896,baseline,concise and emotionally attuned,I completely understand how you feel. It’s tough when experiences like that linger. I'm here for you.,"Thanks for understanding, but I still can’t shake off how gross it was. It’s infuriating that some people just don’t get it.",disgust,0.7357630729675293
fear,I'm scared about what might happen next.,fear,0.9924008846282959,Validate,concise and emotionally attuned,It’s completely understandable to feel scared about the uncertainty ahead; that feeling is real and valid. You're not alone in facing that fear.,Thank you for acknowledging my fear; it helps to know I’m not alone in this. I just can’t shake the feeling that something really unsettling is on the horizon.,fear,0.9883942604064941
fear,I'm scared about what might happen next.,fear,0.9924008846282959,Validate,concise and emotionally attuned,It’s completely understandable to feel scared about the unknown. That uncertainty can be really overwhelming.,"Yes, it truly is overwhelming. The thought of facing what’s next fills me with dread.",fear,0.9789121150970459
fear,I'm scared about what might happen next.,fear,0.9924008846282959,Validate,concise and emotionally attuned,It’s completely understandable to feel scared about the uncertainty of the future; that fear can be overwhelming. You're not alone in feeling this way.,Thank you for saying that. It’s just hard to shake this feeling of dread about what could come next.,fear,0.9762821793556213
fear,I'm scared about what might happen next.,fear,0.9924008846282959,Validate,concise and emotionally attuned,It's completely understandable to feel scared about the unknown; that uncertainty can be really overwhelming. It's okay to acknowledge those feelings.,"I appreciate that recognition, but it doesn’t make the fear any easier to bear. The uncertainty is like a shadow looming over everything.",fear,0.8978224992752075
fear,I'm scared about what might happen next.,fear,0.9924008846282959,Validate,concise and emotionally attuned,"It sounds like you're feeling really scared about the uncertainty ahead, and that's totally understandable. It's tough to face the unknown.","Yes, it really is tough. The thought of not knowing what comes next just keeps replaying in my mind, and it makes everything feel heavier.",disgust,0.4936215877532959
fear,I'm scared about what might happen next.,fear,0.9924008846282959,Explore,concise and emotionally attuned,It sounds like you’re feeling really anxious right now; what specifically is making you feel scared about the future? Can you share a bit more about what's on your mind?,I'm afraid that everything I’ve worked for could fall apart; it feels like I’m on the edge of something I can’t control. What if I’m not ready for what comes next?,fear,0.9848700761795044
fear,I feel anxious and fearful that this will get worse.,fear,0.9918658137321472,Explore,concise and emotionally attuned,It sounds like both of you are feeling a lot of anxiety right now. What specific thoughts or situations are contributing to that feeling for you both?,"I'm worried about the uncertainty of the future and how we’ll handle the challenges ahead. It feels overwhelming, and I'm scared it might spiral out of control.",fear,0.9239905476570129
fear,I feel anxious and fearful that this will get worse.,fear,0.9918658137321472,Explore,concise and emotionally attuned,It sounds like both you and your partner are really feeling the weight of this situation. What specific thoughts or images come to mind when you think about it getting worse?,"I keep envisioning things spiraling out of control, like communication breaks down completely or situations getting more intense. It’s overwhelming to think about not knowing how to fix it.",surprise,0.44381436705589294
fear,I feel anxious and fearful that this will get worse.,fear,0.9918658137321472,Explore,concise and emotionally attuned,It sounds like both of you are feeling quite overwhelmed—what specific thoughts or situations are contributing to your anxiety? What impact does sharing these feelings with each other have for you?,"I’m really worried that we’re stuck in a cycle of stress that just keeps escalating. Talking about it helps a little, but I still feel this heavy weight of uncertainty hanging over us.",fear,0.9760713577270508
fear,I feel anxious and fearful that this will get worse.,fear,0.9918658137321472,Explore,concise and emotionally attuned,It sounds like both of you are feeling a lot of anxiety about what’s ahead. What specific thoughts or situations are fueling that fear for you both right now?,"I keep worrying about losing control of the situation and what that might mean for us. It feels like we’re on the edge of something chaotic, and I’m scared of what could happen next.",fear,0.9758154153823853
fear,I feel anxious and fearful that this will get worse.,fear,0.9918658137321472,Reframe,concise and emotionally attuned,"It's understandable to feel anxious, especially when the future feels uncertain; perhaps this sign of vulnerability could be a chance for deeper connection and support between you both.","I appreciate your perspective, but it’s hard to feel connected when I’m so overwhelmed by fear. I just worry that things might spiral out of control.",fear,0.8832230567932129
fear,I'm scared about what might happen next.,fear,0.9924008846282959,Reframe,concise and emotionally attuned,"It’s completely natural to feel scared about the unknown—it’s a sign that you truly care about your future. Perhaps this fear could also be seen as an opportunity to explore new possibilities together, rather than just what could go wrong.","I understand that perspective, but it still feels overwhelming. What if the possibilities I face are worse than I imagine?",disgust,0.6188148856163025
fear,I feel anxious and fearful that this will get worse.,fear,0.9918658137321472,Reframe,concise and emotionally attuned,"It’s completely understandable to feel anxious, especially when facing uncertainty; perhaps this shared fear can also remind you both that you’re not alone in this and can support each other through it.","I appreciate that reminder, but the weight of this fear is still heavy on me. I can’t shake the feeling that things could spiral out of control.",fear,0.9874646663665771
