conversation_id,emotion_type,problem_type,anger_trajectory,disgust_trajectory,fear_trajectory,joy_trajectory,neutral_trajectory,sadness_trajectory,surprise_trajectory,unknown_trajectory
74,depression,ongoing depression,0.05470206038751096,0.022208501183510122,0.015632651612113507,0.09288526534771496,0.5842714647422849,0.13025475899686245,0.10004528802540948,0.0
75,depression,ongoing depression,0.020796194228089666,0.025582905839100566,0.01455780012455962,0.32584684715682866,0.3519487475544956,0.23979697210686,0.021470550486003548,0.0
76,depression,ongoing depression,0.0709601452894895,0.05380614894852604,0.03448210753224801,0.17464343595491058,0.5352615299686239,0.10599504273080561,0.0248515941598432,0.0
77,depression,breakup with partner,0.0292785960560254,0.025234214683846175,0.016251846095646633,0.48362879232876876,0.1996152029020877,0.12319994089891226,0.12279139937799584,0.0
78,sadness,ongoing depression,0.03758298745378852,0.07657397081816775,0.01643914617322417,0.2038492843596186,0.26762136311403345,0.3364975275102234,0.06143572746046754,0.0
79,sadness,job crisis,0.033209510759029184,0.038035759878333755,0.24072759853720316,0.15732108555634375,0.20994194827064697,0.21638190491634995,0.10438219364122713,0.0
80,anxiety,breakup with partner,0.019380983696677366,0.006578441431136945,0.2547074280795641,0.2880053469334514,0.23751277089101047,0.16593344791935616,0.02788156513017244,0.0
81,depression,ongoing depression,0.08585200270415773,0.06203984880158578,0.1306133727447695,0.0753067348649641,0.35921376310445785,0.14744080310329918,0.13953348890905506,0.0
82,sadness,problems with friends,0.19521172662958214,0.0920509480644299,0.013048024543662782,0.1363229863467908,0.3321150520636441,0.1011139119685698,0.13013733805826386,0.0
83,anxiety,ongoing depression,0.016406234478733194,0.01517652406202008,0.010261524969246238,0.38523065495304765,0.44168236135194705,0.10534901946162188,0.025893676506044967,0.0
84,sadness,problems with friends,0.11695777730953699,0.033022533450758805,0.1505748884947492,0.22143371595716718,0.33094360139023093,0.08511750432552233,0.06194997843945761,0.0
85,shame,academic pressure,0.013090800900143855,0.06695763856249327,0.04218485562803151,0.3375258654148479,0.3919884193034006,0.11186921581848647,0.036383204757694854,0.0
86,depression,ongoing depression,0.03347296355818601,0.022053301538107927,0.030735530183596562,0.32941492991032667,0.38332111740474706,0.15345921325058662,0.047542928169697414,0.0
87,sadness,breakup with partner,0.07803181201514252,0.0989336359501335,0.12275339597791145,0.12905448727649385,0.3028085379106564,0.09818714958883297,0.1702309783409768,0.0
88,sadness,ongoing depression,0.021993927620125777,0.0770401047755622,0.007988624198281304,0.2951662703218241,0.4377796971650418,0.056237049248239336,0.10379435916821289,0.0
89,depression,job crisis,0.022247884103716822,0.019703026518466886,0.02645418997602504,0.23070627817860828,0.5237576285621605,0.09491742420054616,0.08221355944971417,0.0
90,fear,ongoing depression,0.03129625261147251,0.036898882036057915,0.1480468502601481,0.13296399789678323,0.4776616544855173,0.11712361484927485,0.05600874494789863,0.0
91,anxiety,ongoing depression,0.021934995878132274,0.04333996728820159,0.020515235124170472,0.24881946490503756,0.4176249868684897,0.20689212552210753,0.04087321002214106,0.0
92,sadness,breakup with partner,0.014966252174538877,0.02038382664489161,0.06556408573108329,0.2410893098584244,0.48128108383777246,0.13848524571928597,0.038230183727241,0.0
93,depression,ongoing depression,0.05180927890238788,0.039026800101340624,0.037188220505542366,0.2850049721949456,0.3817286860888973,0.11726189967562335,0.08798015307911977,0.0
94,depression,job crisis,0.022676793265466885,0.05902033338245625,0.04414211637689733,0.1770153878609805,0.5005644739978016,0.10582313516022017,0.09075775501822742,0.0
95,anxiety,breakup with partner,0.0655080346721624,0.02846290283090308,0.06587061742350053,0.2615031307308013,0.30533667218558613,0.14167615554478918,0.1316424717397589,0.0
96,anxiety,job crisis,0.017023057631547264,0.009246638654605049,0.039528734754200955,0.5506338709219831,0.18460148114027464,0.1411619342819402,0.05780428202520009,0.0
97,depression,Alcohol Abuse,0.016910479603272684,0.030596740326656418,0.05183378890250614,0.256200259643894,0.44643685513952747,0.15975650972337002,0.03826540198155013,0.0
98,depression,ongoing depression,0.023158139741457435,0.06299620720418522,0.03212862608504083,0.2281931693644517,0.4221795812393821,0.1487351514621299,0.08260913373757803,0.0
99,sadness,ongoing depression,0.07955492066637979,0.1089048836431774,0.029216438131256097,0.15625002419482728,0.25247591084269017,0.3125611838476805,0.061036634657031734,0.0
