conversation_id,policy,turn,strategy,prior_emotion,detected_emotion,detected_confidence,seed_text,assistant_reply,user_reply,emotion_scores
calming-anger-1,calming,4,Guide,neutral,neutral,0.8159477710723877,I can't believe you went behind my back like that! That's so disrespectful!,"Your approach to rebuilding trust sounds solid. Start by initiating an honest conversation where you can clearly express your feelings and expectations. Then, consider proposing regular check-ins to maintain accountability and consistency, which can help reinforce trust over time.",That makes a lot of sense. Having those honest conversations and setting up regular check-ins could really help create a stronger foundation moving forward. I’m ready to take those steps if it means we can work through this together.,"{""neutral"": 0.8159477710723877, ""joy"": 0.14315995573997498, ""disgust"": 0.011918946169316769, ""fear"": 0.008628269657492638, ""anger"": 0.00801804754883051, ""sadness"": 0.00655657984316349, ""surprise"": 0.0057704565115273}"
calming-anger-1,calming,5,Guide,neutral,joy,0.9725738763809204,I can't believe you went behind my back like that! That's so disrespectful!,"That's a great mindset to have! To start, propose a specific time for your first honest conversation and outline the key topics you want to cover. After that, schedule regular check-ins, perhaps weekly or bi-weekly, to keep the lines of communication open and continue building that trust together.",I feel hopeful now that I have a plan. I’ll take your advice and set a time for that conversation this week. Consistent check-ins will definitely help too!,"{""joy"": 0.9725738763809204, ""neutral"": 0.016456155106425285, ""fear"": 0.004243069794028997, ""surprise"": 0.0022976461332291365, ""anger"": 0.0015978052979335189, ""sadness"": 0.0015686997212469578, ""disgust"": 0.0012627204414457083}"
calming-anger-2,calming,0,seed,,surprise,0.8702390193939209,I can't believe you did that! How could you be so thoughtless?,,I can't believe you did that! How could you be so thoughtless?,"{""surprise"": 0.8702390193939209, ""anger"": 0.07153899222612381, ""disgust"": 0.024211280047893524, ""fear"": 0.01530736405402422, ""neutral"": 0.008711365982890129, ""sadness"": 0.00783451832830906, ""joy"": 0.002157444367185235}"
calming-anger-2,calming,1,Explore,surprise,sadness,0.814483642578125,I can't believe you did that! How could you be so thoughtless?,It sounds like you're really upset about what happened. Can you share more about what specifically felt thoughtless to you? What impact did it have on you?,It just felt like my feelings didn't matter at all. I was really hurt because it seemed like you didn't consider how your actions would affect me. It made me question if you really care.,"{""sadness"": 0.814483642578125, ""anger"": 0.07362046837806702, ""disgust"": 0.05806109309196472, ""neutral"": 0.039456773549318314, ""surprise"": 0.008175980299711227, ""fear"": 0.003940584138035774, ""joy"": 0.0022614337503910065}"
calming-anger-2,calming,2,Affirm,sadness,sadness,0.8740174770355225,I can't believe you did that! How could you be so thoughtless?,"I appreciate your openness in sharing your feelings; it takes courage to express when you're hurt. Your emotions are valid, and it’s clear you care deeply about how you're treated. Thank you for trusting me with this.","Thank you for understanding; it really means a lot. I want you to know that your feelings do matter to me, and I’m sorry for making you feel otherwise.","{""sadness"": 0.8740174770355225, ""neutral"": 0.07937739044427872, ""disgust"": 0.015309866517782211, ""joy"": 0.015197339467704296, ""surprise"": 0.007321376819163561, ""fear"": 0.005486591253429651, ""anger"": 0.0032899712678045034}"
calming-anger-2,calming,3,Affirm,sadness,joy,0.9627940654754639,I can't believe you did that! How could you be so thoughtless?,It's wonderful to hear you express your appreciation and willingness to acknowledge the impact of your actions. It shows great emotional intelligence and a strong desire to build a caring connection. Your sincerity in valuing feelings really stands out and strengthens your bond.,I genuinely appreciate your kind words. It means a lot that we can have this open dialogue and work through our feelings together. Building this connection truly matters to me.,"{""joy"": 0.9627940654754639, ""neutral"": 0.016708018258213997, ""surprise"": 0.011680984869599342, ""sadness"": 0.0035699051804840565, ""anger"": 0.0030827922746539116, ""disgust"": 0.001661059446632862, ""fear"": 0.000503210467286408}"
calming-anger-2,calming,4,Explore,joy,neutral,0.9053784012794495,I can't believe you did that! How could you be so thoughtless?,It’s great to hear how much this connection means to you. What do you think helps create that open dialogue between us? Are there specific moments or experiences that you feel strengthen our bond?,"I think our willingness to listen to each other plays a big role. Moments when we’re honest about our feelings, like this one, really help us understand each other better and build trust. What do you think?","{""neutral"": 0.9053784012794495, ""joy"": 0.03574881702661514, ""disgust"": 0.02571272850036621, ""anger"": 0.013382774777710438, ""surprise"": 0.009531104005873203, ""fear"": 0.007128850091248751, ""sadness"": 0.003117346204817295}"
calming-anger-2,calming,5,Guide,neutral,joy,0.8781934380531311,I can't believe you did that! How could you be so thoughtless?,"I completely agree that listening and honesty are crucial for building trust. To enhance this, you might consider setting aside regular check-in moments where you can both share feelings and thoughts without distractions. This can deepen your understanding and strengthen the bond even further.",That sounds like a great idea! Regular check-ins could really help us maintain that openness and keep our connection strong. I'm looking forward to more honest conversations like this.,"{""joy"": 0.8781934380531311, ""neutral"": 0.08917611837387085, ""surprise"": 0.02117701806128025, ""sadness"": 0.0031920657493174076, ""anger"": 0.002821540692821145, ""disgust"": 0.0027824018616229296, ""fear"": 0.0026574572548270226}"
calming-disgust-0,calming,0,seed,,disgust,0.9840227365493774,"Ugh, I can't believe I found that moldy food in the fridge—it's absolutely disgusting!",,"Ugh, I can't believe I found that moldy food in the fridge—it's absolutely disgusting!","{""disgust"": 0.9840227365493774, ""fear"": 0.00509374076500535, ""anger"": 0.0031320361886173487, ""neutral"": 0.0027107775676995516, ""surprise"": 0.002427159110084176, ""sadness"": 0.002347354544326663, ""joy"": 0.0002662179758772254}"
calming-disgust-0,calming,1,Normalize,disgust,disgust,0.39008551836013794,"Ugh, I can't believe I found that moldy food in the fridge—it's absolutely disgusting!","That’s really frustrating—many people can relate to the annoyance of finding unexpected moldy food. It's such a gross surprise, and it makes dealing with the fridge so much harder. You're definitely not alone in feeling that way!",Thanks for understanding! It really is such an unpleasant surprise. I'll definitely be more careful about checking things in there.,"{""disgust"": 0.39008551836013794, ""sadness"": 0.3359330892562866, ""surprise"": 0.09789501875638962, ""neutral"": 0.08264559507369995, ""fear"": 0.0632098838686943, ""anger"": 0.01973218098282814, ""joy"": 0.010498743504285812}"
calming-disgust-0,calming,2,Normalize,disgust,joy,0.7347761392593384,"Ugh, I can't believe I found that moldy food in the fridge—it's absolutely disgusting!",It’s completely understandable to feel that way—many people find old food surprisingly gross and frustrating. It can really throw off your day! Just know that you're not the only one who has dealt with this.,I appreciate your support! It definitely helps to know I'm not alone in this. Here’s to cleaner fridges and fewer gross surprises!,"{""joy"": 0.7347761392593384, ""neutral"": 0.17874209582805634, ""surprise"": 0.04054435342550278, ""sadness"": 0.022304974496364594, ""disgust"": 0.013485468924045563, ""anger"": 0.009063505567610264, ""fear"": 0.001083416398614645}"
calming-disgust-0,calming,3,Explore,joy,neutral,0.9336995482444763,"Ugh, I can't believe I found that moldy food in the fridge—it's absolutely disgusting!",I'm glad to hear my support helps! What strategies do you think might work for keeping your fridge cleaner? Or is there a specific type of food you struggle with remembering to check?,"I think setting a weekly reminder to check the fridge could help, and maybe labeling things with dates would be useful too. I usually forget about leftovers or things I’ve prepped in advance. What about you?","{""neutral"": 0.9336995482444763, ""surprise"": 0.036196835339069366, ""anger"": 0.00870656780898571, ""disgust"": 0.007522431202232838, ""sadness"": 0.005409832112491131, ""joy"": 0.004647939931601286, ""fear"": 0.0038168553728610277}"
calming-disgust-0,calming,4,Guide,neutral,joy,0.4758475422859192,"Ugh, I can't believe I found that moldy food in the fridge—it's absolutely disgusting!",Those are great strategies! Setting a reminder and labeling dates can really help keep track of your leftovers. You might also consider creating a designated spot for older items to encourage you to use them up first. It sounds like you’re on the right track!,Thanks! I think creating a designated spot is a smart idea—I might give that a try too. Here's to more organized and cleaner fridges!,"{""joy"": 0.4758475422859192, ""neutral"": 0.4317621886730194, ""surprise"": 0.05158977210521698, ""anger"": 0.025142641738057137, ""disgust"": 0.008760142140090466, ""sadness"": 0.005323014222085476, ""fear"": 0.0015746532008051872}"
calming-disgust-0,calming,5,Explore,joy,neutral,0.933796763420105,"Ugh, I can't believe I found that moldy food in the fridge—it's absolutely disgusting!",That sounds like a positive step forward! What kind of designated spot do you envision for those older items? And how do you think making these changes will impact your cooking or meal planning?,"I’m thinking of a specific shelf at the top for older items, where I'll easily see them first. I believe it will help me prioritize using up leftovers and reduce waste, making meal planning a lot smoother.","{""neutral"": 0.933796763420105, ""joy"": 0.03515011444687843, ""surprise"": 0.01603732258081436, ""disgust"": 0.005752227734774351, ""anger"": 0.005039204377681017, ""sadness"": 0.0026846895925700665, ""fear"": 0.001539762131869793}"
calming-disgust-1,calming,0,seed,,disgust,0.9531352519989014,I can't believe they served that lukewarm meat; it looks absolutely repulsive.,,I can't believe they served that lukewarm meat; it looks absolutely repulsive.,"{""disgust"": 0.9531352519989014, ""fear"": 0.022172806784510612, ""neutral"": 0.006887251511216164, ""sadness"": 0.006853753700852394, ""anger"": 0.005733823403716087, ""surprise"": 0.004466650076210499, ""joy"": 0.0007505519315600395}"
calming-disgust-1,calming,1,Normalize,disgust,surprise,0.3733764588832855,I can't believe they served that lukewarm meat; it looks absolutely repulsive.,"It's really frustrating when food doesn't meet our expectations, especially when it looks unappetizing. Many people share that disappointment when dining out. You definitely deserve a meal that feels satisfying!",Absolutely! It’s such a letdown when you’re excited about a meal and it falls flat. I really hope your next dining experience is a lot better!,"{""surprise"": 0.3733764588832855, ""joy"": 0.20572486519813538, ""neutral"": 0.19425253570079803, ""disgust"": 0.09832338988780975, ""anger"": 0.07392504811286926, ""sadness"": 0.04551978036761284, ""fear"": 0.008877923712134361}"
calming-disgust-1,calming,2,Explore,surprise,joy,0.8475276827812195,I can't believe they served that lukewarm meat; it looks absolutely repulsive.,What kind of meals usually get you excited? Have you had a dining experience that really stood out to you in the past?,"I love a good seafood dish, especially something fresh like grilled salmon with a nice lemon butter sauce. There was this one time at a seaside restaurant where everything just clicked—the view, the food, and the atmosphere. It was unforgettable!","{""joy"": 0.8475276827812195, ""neutral"": 0.10537781566381454, ""surprise"": 0.029241198673844337, ""disgust"": 0.010095546022057533, ""fear"": 0.002912337426096201, ""sadness"": 0.002619836712256074, ""anger"": 0.0022256276570260525}"
calming-disgust-1,calming,3,Explore,joy,joy,0.9758598208427429,I can't believe they served that lukewarm meat; it looks absolutely repulsive.,That sounds like such a magical experience! What made the view and atmosphere stand out to you? Do you often seek out seaside restaurants for that kind of vibe?,The combination of the stunning sunset over the waves and the refreshing sea breeze made it feel so alive and special. I do love seeking out seaside spots; there's something about the ocean that just enhances a meal!,"{""joy"": 0.9758598208427429, ""neutral"": 0.011154099367558956, ""sadness"": 0.006202377378940582, ""surprise"": 0.0041939737275242805, ""disgust"": 0.0015809396281838417, ""anger"": 0.00063276820583269, ""fear"": 0.00037606997648254037}"
calming-disgust-1,calming,4,Explore,joy,joy,0.9360194206237793,I can't believe they served that lukewarm meat; it looks absolutely repulsive.,It sounds like the ocean really adds a unique touch to your dining experiences! What other seaside spots have you visited that made a lasting impression? And do you have a favorite seafood dish that you keep returning to?,I've been to a lovely spot in Maine where the lobster rolls were out of this world. There's just something about enjoying fresh seafood with that ocean backdrop that makes it feel like the ultimate treat! I always come back for the lobster.,"{""joy"": 0.9360194206237793, ""neutral"": 0.047717321664094925, ""surprise"": 0.00864909403026104, ""disgust"": 0.00341127160936594, ""sadness"": 0.002325366949662566, ""anger"": 0.0013447977835312486, ""fear"": 0.0005326959071680903}"
calming-disgust-1,calming,5,Explore,joy,joy,0.9427743554115295,I can't believe they served that lukewarm meat; it looks absolutely repulsive.,Maine sounds like such a special place for seafood! What was it about those lobster rolls that made them so incredible? Do you have any memorable experiences from that visit that you cherish?,"The lobster rolls were perfectly seasoned and packed with so much flavor, not to mention the buttery rolls they came in. I remember sharing laughs with friends around a rustic table overlooking the water; it felt like the perfect blend of joy and deliciousness. Definitely a highlight of the trip!","{""joy"": 0.9427743554115295, ""neutral"": 0.0423174612224102, ""disgust"": 0.00620237085968256, ""surprise"": 0.0030156720895320177, ""sadness"": 0.0028600043151527643, ""anger"": 0.0023777105379849672, ""fear"": 0.00045239223982207477}"
calming-disgust-2,calming,0,seed,,disgust,0.9826585054397583,"Ugh, I can’t believe anyone would eat that—it's completely gross!",,"Ugh, I can’t believe anyone would eat that—it's completely gross!","{""disgust"": 0.9826585054397583, ""anger"": 0.0047926888801157475, ""fear"": 0.0047513023018836975, ""sadness"": 0.003067928832024336, ""neutral"": 0.0022649175953119993, ""surprise"": 0.0021381971891969442, ""joy"": 0.000326485896948725}"
calming-disgust-2,calming,1,Normalize,disgust,surprise,0.3978821635246277,"Ugh, I can’t believe anyone would eat that—it's completely gross!",It's totally understandable to feel that way; many people have strong reactions to certain foods. You're definitely not alone in thinking something is unappetizing!,Thanks for understanding! It’s just wild how different tastes can be. What’s something you find unappetizing?,"{""surprise"": 0.3978821635246277, ""disgust"": 0.33793407678604126, ""neutral"": 0.12380779534578323, ""anger"": 0.09434705227613449, ""sadness"": 0.019473504275083542, ""joy"": 0.016799813136458397, ""fear"": 0.009755562990903854}"
calming-disgust-2,calming,2,Explore,surprise,neutral,0.44839951395988464,"Ugh, I can’t believe anyone would eat that—it's completely gross!",Absolutely! It is fascinating how diverse our tastes can be. What do you think influences your preferences the most? Are there certain flavors or textures that really turn you off?,"I think my preferences are heavily influenced by childhood experiences and cultural background. As for textures, I'm really not a fan of slimy foods—they just don’t sit right with me!","{""neutral"": 0.44839951395988464, ""disgust"": 0.3956596255302429, ""anger"": 0.056366290897130966, ""fear"": 0.03497026115655899, ""surprise"": 0.034142810851335526, ""sadness"": 0.019666196778416634, ""joy"": 0.010795364156365395}"
calming-disgust-2,calming,3,Guide,neutral,joy,0.9358258247375488,"Ugh, I can’t believe anyone would eat that—it's completely gross!","That makes a lot of sense! To navigate slimy textures in meals, you could try experimenting with different cooking methods, like roasting or grilling, which often change the texture of foods. Have you thought about exploring recipes that focus on your favorite textures and flavors instead?",I love that idea! Focusing on favorite textures and flavors sounds like a great way to enjoy meals more. I’ll definitely look into some roasted or grilled recipes.,"{""joy"": 0.9358258247375488, ""neutral"": 0.04995649307966232, ""surprise"": 0.004663151688873768, ""disgust"": 0.004246186465024948, ""anger"": 0.002745517995208502, ""sadness"": 0.0021067399065941572, ""fear"": 0.0004559934895951301}"
calming-disgust-2,calming,4,Explore,joy,neutral,0.5533772706985474,"Ugh, I can’t believe anyone would eat that—it's completely gross!",That sounds exciting! What kinds of textures and flavors do you enjoy the most? Are there any specific dishes or ingredients from your cultural background that you're thinking of incorporating into your meals?,"I'm really drawn to bold flavors and crispy textures—things like roasted vegetables or crunchy nuts are a win! From my cultural background, I've been thinking about incorporating some spiced rice dishes or marinated meats that really pack a punch. What about you?","{""neutral"": 0.5533772706985474, ""joy"": 0.38377225399017334, ""surprise"": 0.02198939584195614, ""anger"": 0.019455179572105408, ""disgust"": 0.016003679484128952, ""sadness"": 0.0037243280094116926, ""fear"": 0.0016779106808826327}"
calming-disgust-2,calming,5,Guide,neutral,joy,0.861257016658783,"Ugh, I can’t believe anyone would eat that—it's completely gross!",That sounds delicious! You might try making a roasted vegetable medley with your favorite spices and pairing it with marinated meats for a flavorful meal. Adding some crunchy nuts as a topping can enhance that crispy texture you enjoy. Happy cooking!,I love those ideas! Roasted vegetables with spices and marinated meats sound like a perfect match. I might have to try that combo too!,"{""joy"": 0.861257016658783, ""neutral"": 0.10777828842401505, ""surprise"": 0.01641255058348179, ""anger"": 0.005816639866679907, ""disgust"": 0.005387141834944487, ""sadness"": 0.0026200900319963694, ""fear"": 0.0007281927391886711}"
calming-fear-0,calming,0,seed,,fear,0.9901193380355835,"I can’t shake the feeling that someone is watching me from the shadows. My heart is racing, and all I want to do is run.",,"I can’t shake the feeling that someone is watching me from the shadows. My heart is racing, and all I want to do is run.","{""fear"": 0.9901193380355835, ""sadness"": 0.002912394469603896, ""anger"": 0.0025817537680268288, ""surprise"": 0.0014118714025244117, ""neutral"": 0.0010569104924798012, ""joy"": 0.0010180629324167967, ""disgust"": 0.0008997346158139408}"
calming-fear-0,calming,1,Normalize,fear,joy,0.7918172478675842,"I can’t shake the feeling that someone is watching me from the shadows. My heart is racing, and all I want to do is run.","It’s understandable to feel that way; many people experience similar sensations of unease and fear at times. You're not alone in this, and it's completely normal to have those racing thoughts. It's important to acknowledge what you're feeling.",Thanks for understanding. It’s just tough to deal with these feelings sometimes. I really appreciate your reassurance.,"{""joy"": 0.7918172478675842, ""neutral"": 0.14355894923210144, ""sadness"": 0.03399382904171944, ""surprise"": 0.01578078418970108, ""disgust"": 0.0071290540508925915, ""anger"": 0.005747039336711168, ""fear"": 0.001973025733605027}"
calming-fear-0,calming,2,Explore,joy,sadness,0.45096707344055176,"I can’t shake the feeling that someone is watching me from the shadows. My heart is racing, and all I want to do is run.",I'm glad to hear that my support has helped a bit. Can you tell me more about what’s been happening when you feel this way? What do you think triggers those feelings for you?,"I think it’s usually when I’m in quiet places or when I’m alone at night. My imagination runs wild, and it makes everything feel more intense. It’s frustrating because I know it’s not real, but the feelings are so strong.","{""sadness"": 0.45096707344055176, ""anger"": 0.3761432468891144, ""neutral"": 0.06291723996400833, ""surprise"": 0.05286173149943352, ""disgust"": 0.027293188497424126, ""fear"": 0.024062804877758026, ""joy"": 0.005754709243774414}"
calming-fear-0,calming,3,Affirm,sadness,joy,0.8567724823951721,"I can’t shake the feeling that someone is watching me from the shadows. My heart is racing, and all I want to do is run.","It's impressive that you can recognize your feelings for what they are, even when they feel overwhelming. Acknowledging those thoughts is a strong step, and it shows your self-awareness. You're doing a great job navigating these emotions.","Thank you, that means a lot. It's a bit of a battle, but I’m trying to take it one step at a time. Just hoping to find a way to feel more at ease in those moments.","{""joy"": 0.8567724823951721, ""neutral"": 0.12367620319128036, ""disgust"": 0.006534570828080177, ""sadness"": 0.005706185940653086, ""anger"": 0.002970917848870158, ""surprise"": 0.002904448891058564, ""fear"": 0.0014352432917803526}"
calming-fear-0,calming,4,Explore,joy,fear,0.9856705069541931,"I can’t shake the feeling that someone is watching me from the shadows. My heart is racing, and all I want to do is run.","It sounds like you're being really mindful about your experience, which is great. What are some of the thoughts or images that come to mind when you feel that way? Have you found anything that helps you feel a little more grounded in those quiet moments?","When I'm in those quiet moments, I often think about safe places or happy memories that help ground me. Sometimes focusing on my breath or holding something familiar can really help me feel less anxious. I'm still figuring it out, but it's a work in progress.","{""fear"": 0.9856705069541931, ""neutral"": 0.005215322598814964, ""sadness"": 0.0030884842853993177, ""joy"": 0.0023864363320171833, ""surprise"": 0.001757488469593227, ""anger"": 0.0012026844779029489, ""disgust"": 0.0006791481864638627}"
calming-fear-0,calming,5,Normalize,fear,joy,0.9683108925819397,"I can’t shake the feeling that someone is watching me from the shadows. My heart is racing, and all I want to do is run.","It's really common for people to seek comfort in safe memories or grounding techniques during quiet moments. You're not alone in this struggle, and it’s perfectly okay to be figuring things out along the way. Your process of finding what works for you shows resilience, and that’s something to be proud of.","Thank you for your kind words. It’s nice to feel recognized for my effort, even when it’s tough. I’ll keep trying to find those little things that help me feel grounded.","{""joy"": 0.9683108925819397, ""neutral"": 0.01819172315299511, ""sadness"": 0.0075431326404213905, ""surprise"": 0.0021237917244434357, ""disgust"": 0.0016438615275546908, ""anger"": 0.001532540307380259, ""fear"": 0.0006540765753015876}"
calming-fear-1,calming,0,seed,,fear,0.9744871854782104,"I can't shake this feeling that something terrible is about to happen. My heart is racing, and I just want to run away.",,"I can't shake this feeling that something terrible is about to happen. My heart is racing, and I just want to run away.","{""fear"": 0.9744871854782104, ""sadness"": 0.017611268907785416, ""anger"": 0.002742096781730652, ""surprise"": 0.002058380050584674, ""disgust"": 0.0011486432049423456, ""neutral"": 0.0011206623166799545, ""joy"": 0.0008317106403410435}"
calming-fear-1,calming,1,Normalize,fear,sadness,0.7063961029052734,"I can't shake this feeling that something terrible is about to happen. My heart is racing, and I just want to run away.","It's really tough to feel that way, and many people experience similar sensations of anxiety and fear. It’s completely okay to feel overwhelmed at times like this. You’re not alone in this struggle.",Thanks for saying that. It helps to know I’m not alone in feeling this way. I just wish I could find some peace.,"{""sadness"": 0.7063961029052734, ""neutral"": 0.23327499628067017, ""joy"": 0.03067019395530224, ""surprise"": 0.01145598292350769, ""disgust"": 0.009503694251179695, ""fear"": 0.0063958498649299145, ""anger"": 0.0023031779564917088}"
calming-fear-1,calming,2,Affirm,sadness,joy,0.9771257638931274,"I can't shake this feeling that something terrible is about to happen. My heart is racing, and I just want to run away.","It’s really insightful of you to recognize your feelings and reach out for support. That takes courage and strength, and your ability to express what you’re going through is a positive step towards finding that peace you’re seeking.","I appreciate your kind words. It feels good to be acknowledged, and I hope I can keep moving toward that peace.","{""joy"": 0.9771257638931274, ""neutral"": 0.011950035579502583, ""sadness"": 0.0037564535159617662, ""surprise"": 0.0031501599587500095, ""disgust"": 0.0020373694133013487, ""anger"": 0.0017153514781966805, ""fear"": 0.00026491106837056577}"
calming-fear-1,calming,3,Explore,joy,neutral,0.6805303692817688,"I can't shake this feeling that something terrible is about to happen. My heart is racing, and I just want to run away.",What does peace look and feel like for you? Are there specific moments or activities that help you feel more calm and centered?,"For me, peace feels like a quiet moment in nature, where everything slows down and I can breathe deeply. Activities like reading, meditating, or just sitting quietly can really help me find that calm. What about you?","{""neutral"": 0.6805303692817688, ""joy"": 0.19940286874771118, ""sadness"": 0.08285856992006302, ""disgust"": 0.012720338068902493, ""fear"": 0.009413088671863079, ""surprise"": 0.009236051701009274, ""anger"": 0.005838719196617603}"
calming-fear-1,calming,4,Guide,neutral,joy,0.47621434926986694,"I can't shake this feeling that something terrible is about to happen. My heart is racing, and I just want to run away.","It’s wonderful that you have those activities that bring you peace! Consider setting aside time each week to go for a nature walk, read, or meditate. Even a few minutes a day can help you connect with that sense of calm you’re seeking.",Thanks for the suggestion! I’ll definitely try to carve out some time for those activities. Just thinking about it makes me feel a bit lighter already.,"{""joy"": 0.47621434926986694, ""neutral"": 0.3830682933330536, ""sadness"": 0.08231204748153687, ""surprise"": 0.02867932803928852, ""disgust"": 0.020814623683691025, ""anger"": 0.0072791301645338535, ""fear"": 0.001632248517125845}"
