intended_emotion,seed_text,seed_emotion_detected,seed_confidence,strategy,style_modifier,strategy_reply,followup_reply,followup_emotion,followup_confidence
anger,I can't believe you went behind my back like that—it's infuriating!,anger,0.9422999024391174,Affirm,concise and emotionally attuned,"I can see how deeply hurt and frustrated you feel, and it’s a testament to your commitment to honesty in your relationship. Your emotions matter, and it's important to express them.","It doesn’t change the fact that you betrayed my trust. I need to know I can rely on you, and right now, I just feel angry and let down.",anger,0.9912192225456238
anger,I can’t believe you did that! I’m so fed up with your constant excuses!,surprise,0.7028369307518005,Guide,concise and emotionally attuned,"It sounds like your partner is really frustrated right now. A good next step could be to acknowledge their feelings, like saying, “I hear you, and I’m sorry that my actions upset you”—then, ask if they'd be open to discussing how you can do better moving forward.",Acknowledging my feelings isn’t enough; I need to see real changes! Enough with the apologies—let’s talk about how you’re actually going to fix this!,anger,0.3053518533706665
anger,I can't believe you did that! It's infuriating!,anger,0.8915398120880127,Guide,concise and emotionally attuned,"I understand how upset you feel; it's important to address this. Try taking a deep breath, then calmly express your feelings to your partner—use ""I"" statements like ""I feel hurt when..."" to open the conversation constructively.","It's easy for you to say that, but how can I calmly express anything when I’m still so angry? I just can't get over how reckless they were!",anger,0.9682732224464417
anger,I can’t believe you did that! It’s completely unacceptable!,disgust,0.38452625274658203,Guide,concise and emotionally attuned,"I understand this feels really upsetting right now. Take a moment to breathe, then try to calmly express how their words affected you, and listen to their perspective to find common ground.","Calm down? Are you kidding me? What they did was beyond disrespectful, and I won’t just let it slide!",anger,0.7371864914894104
anger,I can’t believe you went behind my back like that! That's absolutely infuriating!,anger,0.9014583230018616,Guide,concise and emotionally attuned,I understand how hurtful that must feel. Take a deep breath and consider expressing your feelings to your partner calmly—sharing how their actions affected you might help clear the air and lead to a constructive conversation.,Calm? How can I calm down when trust has been completely shattered? I don’t think this is something that can just be talked out so easily!,fear,0.4560723602771759
anger,I can't believe you did that! You have no idea how frustrating this is!,surprise,0.5766531825065613,Guide,concise and emotionally attuned,I understand how hurtful and overwhelming this feels. Take a deep breath and consider expressing your feelings calmly: let your partner know why their words affect you and suggest a time to discuss this together further.,"I appreciate your suggestion, but it doesn't change the fact that I'm just so angry right now! How could they not see the impact of their words?",anger,0.979908287525177
anger,I can't believe you went behind my back like that! That's so unfair!,anger,0.5564517974853516,Normalize,concise and emotionally attuned,"It sounds incredibly hurtful to feel betrayed like that; many people feel similarly when trust is broken, and your feelings are completely valid. You're not alone in experiencing this frustration and pain.","That's not really the point, though! It's about the betrayal and how you could do this to me—wanting to brush it off like it's just something everyone goes through is infuriating!",anger,0.9705702662467957
anger,I can't believe you just did that! How could you be so thoughtless?,surprise,0.8854407668113708,Normalize,concise and emotionally attuned,"It’s completely understandable to feel hurt and frustrated when someone’s actions seem thoughtless; many people experience similar feelings in their relationships. Your feelings are valid, and it’s okay to express them.","Valid feelings or not, that doesn't excuse what you did! It’s infuriating to see you brush this off like it’s no big deal.",anger,0.9479926824569702
anger,I can't believe you would do something so thoughtless! That was completely disrespectful!,anger,0.44339799880981445,Normalize,concise and emotionally attuned,"It’s understandable to feel hurt when someone we care about perceives our actions as thoughtless; many people can relate to feeling disrespected in a relationship, and it’s tough to navigate those emotions. You’re not alone in this experience.","I appreciate your attempt to empathize, but that doesn’t excuse the lack of consideration you showed. It’s infuriating that you seem to brush this off instead of actually acknowledging how wrong it was!",anger,0.9364538192749023
anger,I can't believe you didn't even bother to check in with me about this! It's infuriating!,anger,0.9145728945732117,Normalize,concise and emotionally attuned,"It sounds like you're feeling deeply frustrated, and it's completely understandable to want that connection and communication. Many people experience similar feelings when they feel overlooked in important moments.","Of course, I'm frustrated! It's not just about being overlooked; it shows a lack of respect for me and what I care about. I need to know that I matter in these decisions!",anger,0.9723514318466187
anger,I can’t believe you would do something like that; it’s infuriating!,anger,0.8949252963066101,Normalize,concise and emotionally attuned,"It’s completely understandable to feel infuriated when something like this happens; many people have similar reactions when they feel hurt or misunderstood. Your feelings are valid, and it's okay to express them.",It's not just about feeling hurt—it's about the sheer disrespect! How can anyone think that kind of behavior is acceptable?,anger,0.8373085856437683
anger,I can't believe you did that! It's unbelievable how reckless you can be!,surprise,0.6985411643981934,baseline,concise and emotionally attuned,"I hear you, and I understand why you're feeling this way. It's important for us to talk about it.",Talking about it won’t change what happened! I’m still furious that you didn’t think things through.,anger,0.9782556891441345
anger,"I can't believe you would do something like that, it's completely unacceptable!",disgust,0.3802535831928253,baseline,concise and emotionally attuned,"I understand why you're feeling this way, and I'm here to listen. Your feelings are important to me.",Listening isn’t enough right now; you need to take responsibility for your actions. This isn’t just about feelings—this was a serious mistake.,sadness,0.5739732980728149
anger,I can't believe you did that! How could you not even think of the consequences?,surprise,0.8475182056427002,baseline,concise and emotionally attuned,"I understand why you're feeling this way. It's important to talk about it, and I’m here to listen.",Listening isn’t enough! You need to take responsibility for your actions and understand the damage you’ve caused.,anger,0.41862058639526367
anger,I can't believe you would do something so thoughtless; it's infuriating!,anger,0.9538777470588684,baseline,concise and emotionally attuned,"I understand why you feel that way, and I’m really sorry for hurting you. Your feelings are valid, and I appreciate you sharing them with me.","Your apology sounds nice, but it doesn’t change the fact that your actions were reckless. I’m still really angry about this!",anger,0.9721168279647827
anger,I can't believe you would betray my trust like that! How could you?,surprise,0.4746033251285553,baseline,concise and emotionally attuned,"I’m really sorry to hear that you feel this way. I understand how hurtful this must be for you, and I want to talk about it when you’re ready.",I don’t want to hear about your understanding right now; your apology feels empty after what you’ve done. Just give me some space.,sadness,0.8836635947227478
disgust,"Ugh, I can’t believe I just touched that—what a disgusting mess!",disgust,0.9881749153137207,Validate,concise and emotionally attuned,It sounds really frustrating to deal with something so gross; it’s totally understandable to feel that way!,Right? It's just vile how some people can leave things in such a state! I can't get over the ick factor.,disgust,0.9756798148155212
disgust,"Ugh, I can't believe they left the leftovers out like that; it smells terrible!",disgust,0.8926085233688354,Validate,concise and emotionally attuned,It sounds really frustrating to deal with that smell when it shouldn't be like that. It’s totally understandable to feel upset in this situation.,Exactly! It’s not just frustrating; it’s downright disgusting. Who thinks it's okay to leave food out to rot?,disgust,0.9885973334312439
disgust,"Ugh, I can’t believe I just stepped in that! It’s absolutely disgusting!",disgust,0.9855729937553406,Validate,concise and emotionally attuned,That sounds really frustrating! It's completely understandable to feel grossed out by that.,Right? It's such a gross surprise to deal with. How can people be so careless?,disgust,0.45849481225013733
disgust,"Ugh, I can't believe someone would leave their dirty dishes piled up like that. It's absolutely disgusting!",disgust,0.9879434704780579,Validate,concise and emotionally attuned,It’s really frustrating to see such inconsiderate behavior; it makes you feel overwhelmed by the mess. You’re totally justified in feeling disgusted by that!,Exactly! It's just so inconsiderate to leave it for others to deal with. The mess is infuriating!,anger,0.8724549412727356
disgust,"Ugh, I can't believe someone would actually do that. It’s so gross!",disgust,0.9793197512626648,Validate,concise and emotionally attuned,It sounds like you’re really disgusted by that situation; it’s completely understandable to feel grossed out when people act that way.,"Absolutely, it's just so unacceptable. I can’t wrap my head around how someone could think that's okay!",disgust,0.7147982716560364
disgust,"Ugh, I can't believe you would eat that. It looks absolutely gross!",disgust,0.9806793928146362,Explore,concise and emotionally attuned,It sounds like you really have a strong reaction to what I chose to eat. What specifically about it seems off to you?,It's just that the combination of flavors and textures looks downright disgusting. I can't imagine how you could enjoy that!,disgust,0.9877756834030151
disgust,"Ugh, I can't believe I just touched that. It’s so gross!",disgust,0.9792895317077637,Explore,concise and emotionally attuned,It sounds like that was a really unsettling moment for you. What about it felt the most gross or surprising?,"Honestly, it was the unexpected sliminess of it that really caught me off guard. Just thinking about it makes my stomach turn!",surprise,0.7956237196922302
disgust,"Ugh, I can't believe I just touched that—it's absolutely disgusting!",disgust,0.9877091646194458,Explore,concise and emotionally attuned,It sounds like that moment really upset you. What was it that you found most surprising or unsettling about the experience?,"Honestly, it was the sheer filth of it all. I didn't expect something so gross to be right in front of me—ugh, just thinking about it makes my skin crawl!",disgust,0.9872495532035828
disgust,"Ugh, I can't believe I just stepped in that—what a gross mess!",disgust,0.9661282896995544,Explore,concise and emotionally attuned,That sounds really frustrating! What did you feel in that moment when you realized what happened?,"It was just a wave of disgust and disbelief—like, how can something so nasty be right there? I wanted to wipe my shoe off immediately and forget it ever happened!",disgust,0.9521206021308899
disgust,"Ugh, I can't believe someone would leave that mess here. It's so gross!",disgust,0.9793459177017212,Explore,concise and emotionally attuned,That does sound frustrating! What specifically about the mess bothers you the most?,It's just revolting seeing trash carelessly thrown around like it's normal. It makes the whole place feel filthy and disrespectful.,disgust,0.9753537774085999
disgust,"Ugh, I can’t believe I touched that! It’s so gross!",disgust,0.9760826826095581,Reframe,concise and emotionally attuned,It’s totally understandable to feel grossed out; sometimes these little moments remind us that we're all human and face icky situations. Maybe it's a chance to laugh off the discomfort together!,"I guess, but it’s still hard to shake off how disgusting it was! I really just want to scrub my hands forever.",disgust,0.985077440738678
disgust,"Ugh, I can't believe they served that again; it looks and smells absolutely terrible!",disgust,0.897095799446106,Reframe,concise and emotionally attuned,"I can understand how frustrating it must be to see the same dish again, especially when you're hoping for something more appealing; maybe it's a chance to find humor in the situation together or appreciate the familiarity it brings amid our busy days.","I get that, but seriously, it's hard to find anything funny about being served this disgusting slop again. Familiarity doesn't exactly make it any more appetizing!",disgust,0.98859041929245
disgust,"Ugh, I can't believe I just stepped in that. It’s so gross!",disgust,0.9760459065437317,Reframe,concise and emotionally attuned,"I can understand how frustrating that must be—it's such an unpleasant surprise! Maybe it can serve as a reminder that life has its messy moments, but we can laugh about them later.","Sure, a reminder, but right now it just feels like a total nightmare! How can anyone find humor in stepping in something so disgusting?",disgust,0.9790424704551697
disgust,"Ugh, I can't believe someone would leave their dirty dishes piled up like that—it's just repulsive.",disgust,0.9760511517524719,Reframe,concise and emotionally attuned,"It’s definitely frustrating to see that mess, but it might help to think of it as a reminder of how much we value cleanliness and order in our space. It shows how much we care about creating a comfortable home together.","Sure, but it still doesn't excuse the laziness. It's just gross, and I can't get over how thoughtless that is!",disgust,0.9698736667633057
disgust,"Ugh, I can’t believe I just stepped in that—it's absolutely gross!",disgust,0.9757335782051086,Reframe,concise and emotionally attuned,"It’s frustrating to deal with something so unexpected, but maybe it’s a little reminder that life has its messy moments, even when we least expect them. You’ve handled worse, and this too will pass!","Sure, life can be messy, but stepping in that is still just revolting! No amount of perspective makes that less disgusting.",disgust,0.9878656268119812
disgust,"Ugh, I can't believe I just stepped in that—it's absolutely disgusting!",disgust,0.9872986674308777,Affirm,concise and emotionally attuned,It’s totally understandable to feel grossed out by that! Your ability to express your frustration shows you’re aware and sensitive to your surroundings.,"Thanks, but honestly, it's just infuriating that people can't clean up after themselves. I shouldn't have to watch where I step like I'm in some kind of landfill!",anger,0.7966862320899963
disgust,"Ugh, I can't believe I found that slimy thing in my food. That's absolutely disgusting!",disgust,0.9864326119422913,Affirm,concise and emotionally attuned,I totally get how unsettling that must be for you; it's clear you have a keen eye for quality and deserve a better dining experience. Your feelings are completely valid!,"Thanks for understanding, but it's hard to shake off the grossness of finding that in my meal. Honestly, who would even find that acceptable?",disgust,0.9773857593536377
disgust,"Ugh, I can't believe I just stepped in that—it's so gross!",disgust,0.9763106107711792,Affirm,concise and emotionally attuned,"I totally get how frustrating that feels! Your ability to express those feelings shows how genuine you are, and that's a strength worth celebrating.","Thanks, but honestly, celebrating the fact that I just stepped in something disgusting is a stretch! It’s just infuriating to deal with.",disgust,0.9541534781455994
disgust,"Ugh, I can't believe I just found that moldy food in the back of the fridge; it's absolutely revolting!",disgust,0.9189254641532898,Affirm,concise and emotionally attuned,It's completely understandable to feel grossed out by that; your attention to detail shows how much you care about keeping your space clean. Recognizing these things is a sign of your commitment to a healthy environment!,"Thanks, but honestly, it's just frustrating that it was even there in the first place! It's disgusting to think about what it could mean for my food safety.",disgust,0.9881894588470459
disgust,"Ugh, I can't believe they left the food out for so long—it's completely spoiled!",disgust,0.7566604614257812,Affirm,concise and emotionally attuned,It’s totally understandable to feel frustrated about that; your attention to detail shows how much you care about keeping things right. It’s great that you noticed—it really highlights your awareness and responsibility!,"Thanks, but honestly, it's just gross! How could anyone think leaving spoiled food around is okay?",disgust,0.9831876158714294
disgust,"Ugh, I can't believe I just stepped in that. It’s absolutely gross!",disgust,0.9782333374023438,Guide,concise and emotionally attuned,"It’s really frustrating to deal with that! Take a deep breath and find a nearby spot to clean your shoe, then maybe lighten the mood by sharing a funny story to take your mind off it. You've got this!","Thanks for the advice, but I’m still feeling grossed out! I just can’t shake this feeling until my shoe is clean!",disgust,0.943034827709198
disgust,"Ugh, I can't believe I just stepped in that—so gross!",disgust,0.9713106751441956,Guide,concise and emotionally attuned,"I understand how frustrating that can be! Take a deep breath, clean your shoes with some warm soapy water, and maybe grab a lighthearted moment together to laugh it off. You're handling it!","Thanks for the advice, but it doesn't change how disgusting that was! I just need to vent about the grossness for a sec before I can laugh it off!",disgust,0.9870530962944031
disgust,"Ugh, I can’t believe I just touched that! It’s absolutely gross!",disgust,0.9748525619506836,Guide,concise and emotionally attuned,I totally get that—it feels really uncomfortable! Try washing your hands with soap and water to help you feel better and shake off that icky feeling.,"Yeah, I definitely need to! Just thinking about it makes my skin crawl.",disgust,0.7750770449638367
disgust,"Ugh, I can't believe they served that for dinner—it's absolutely disgusting!",disgust,0.9880214929580688,Guide,concise and emotionally attuned,It sounds really frustrating to have a meal you don't enjoy! Maybe you could suggest ordering takeout or preparing a quick snack together to make the evening brighter.,"Yeah, it’s just revolting to think about eating it. Takeout sounds way better than enduring another bite of that mess!",disgust,0.8414657115936279
disgust,"Ugh, just the thought of that makes my stomach turn. I can't believe anyone would eat that!",disgust,0.772726833820343,Guide,concise and emotionally attuned,It's totally okay to feel that way—everyone has different tastes! Maybe you could suggest a fun cooking night together to explore new recipes that you both enjoy.,"I get that, but some things are just beyond help! There's no recipe in the world that could make me enjoy that kind of food.",neutral,0.5103962421417236
disgust,"Ugh, I can't believe I just touched that. It was so gross!",disgust,0.9811150431632996,Normalize,concise and emotionally attuned,It’s completely understandable to feel grossed out; many people would react the same way in that situation. It’s okay to be uncomfortable—you're definitely not alone in feeling that way!,"I appreciate that, but honestly, I just can't shake the feeling. It was absolutely vile!",disgust,0.9634926319122314
disgust,I can't believe they put pineapple on pizza—it's just wrong!,surprise,0.5602807402610779,Normalize,concise and emotionally attuned,It’s totally understandable to feel strongly about pizza toppings—many people have passionate opinions on food! You’re definitely not alone in finding the idea of pineapple on pizza a bit of a shock.,"I get that others have their preferences, but some food combinations are just beyond me—pineapple on pizza is a culinary crime!",disgust,0.7468868494033813
disgust,"Ugh, I just can't believe someone would leave their dirty dishes like that. It's absolutely revolting.",disgust,0.951133131980896,Normalize,concise and emotionally attuned,It’s really frustrating when people don’t clean up after themselves; many of us feel that way too. It’s completely understandable to be upset about a situation like this.,"Exactly! It's just so inconsiderate; it makes me question how some people can be so thoughtless. Seriously, a little effort goes a long way!",disgust,0.4448816478252411
disgust,"Ugh, I can't believe I just stepped in that! It's absolutely gross.",disgust,0.9792473912239075,Normalize,concise and emotionally attuned,It’s so frustrating when that happens; many people have been there and felt that same annoyance. It’s okay to feel grossed out—those moments can really throw you off!,"Seriously, it’s just disgusting! I can't believe people can't be more careful—it's so inconsiderate.",disgust,0.989751935005188
disgust,"Ugh, I can’t believe someone left that food out; it looks absolutely vile.",disgust,0.9821380376815796,Normalize,concise and emotionally attuned,It’s frustrating to see food left out like that; so many people can relate to that feeling of disgust. You're definitely not alone in feeling that way!,"Exactly! It’s such a waste, too—who in their right mind thinks that's acceptable?",disgust,0.8078241944313049
disgust,"Ugh, I can't believe I stepped in that! What a gross mess.",disgust,0.9767730236053467,baseline,concise and emotionally attuned,That sounds really frustrating! It’s such a hassle when that happens. I’m here for you if you want to vent or need help cleaning it up.,"Thanks, but I really just want to wipe my shoe and forget this ever happened. It's just so gross!",disgust,0.9656147360801697
disgust,"Ugh, I can’t believe someone actually left that in the sink; it's so gross!",disgust,0.9768984913825989,baseline,concise and emotionally attuned,I totally get why that’s frustrating! It’s such a bummer when people don’t clean up after themselves.,"Right? It’s honestly disgusting how some people can be so inconsiderate. Clean up after yourself, it's not that hard!",disgust,0.9885293841362
disgust,"Ugh, I can’t believe I just stepped in that. That’s so gross!",disgust,0.9672754406929016,baseline,concise and emotionally attuned,That sounds really frustrating! It’s the last thing you want to deal with. I'm here for you!,"Thanks, I appreciate it! It's just infuriating to have something so disgusting ruin my day.",disgust,0.9248945116996765
disgust,"Ugh, I can't believe you just touched that. It’s absolutely gross!",disgust,0.9808627367019653,baseline,concise and emotionally attuned,I get that it's really unsettling for you. Your feelings are totally valid!,"Thanks for understanding, but seriously, how can you even stand to be that close to it? It’s just revolting!",disgust,0.7587186694145203
disgust,"Ugh, that smell is absolutely repulsive! I can’t believe anyone would let it get that bad.",disgust,0.9657564759254456,baseline,concise and emotionally attuned,I totally get how frustrating that is. It’s really tough to deal with something so unpleasant.,Right? It's just infuriating that people can be so careless. It's like they have no sense of decency!,anger,0.8194286823272705
fear,I can't shake this feeling that something terrible is about to happen. What if I’m not ready for it?,fear,0.9800196886062622,Validate,concise and emotionally attuned,"It sounds really overwhelming to feel that something terrible might happen, and I can understand why you would worry about not being ready for it. Those feelings are definitely valid and can be really tough to carry.",It’s just so hard to focus on anything else when this fear hangs over me. What if I really can’t handle whatever is coming my way?,fear,0.9866265654563904
fear,I could feel my heart racing as I heard footsteps behind me in the dark.,fear,0.9893518090248108,Validate,concise and emotionally attuned,It sounds really unsettling to have your heart racing like that in the dark; those feelings of fear and uncertainty can be so intense.,"Absolutely, it's like my instincts take over, and every sound feels amplified. The darkness just heightens that fear, making it hard to shake off the feeling that something—or someone—might be lurking nearby.",fear,0.9769741892814636
fear,I can't shake this feeling that something terrible is about to happen. What if we’re not safe here?,fear,0.9829498529434204,Validate,concise and emotionally attuned,It sounds like you're really overwhelmed by that sense of unease and fear for your safety. It’s completely understandable to feel anxious when you're facing those feelings.,"Yes, it’s like this heavy weight pressing down on me. What if my instincts are right and we’re in danger?",fear,0.930061936378479
fear,I can’t shake this feeling that something terrible is going to happen. Every shadow feels alive.,fear,0.9619517922401428,Validate,concise and emotionally attuned,"It sounds like you're feeling really unsettled and anxious right now, almost as if everything around you has a heavy weight to it. That feeling of impending doom can be incredibly overwhelming.","Yes, it really is overwhelming. I can almost hear the whispers in the dark, like something is lurking just out of sight, waiting for the right moment to reveal itself.",fear,0.8711898922920227
fear,I can’t shake this feeling in my stomach; it’s like something terrible is about to happen.,fear,0.9636778831481934,Validate,concise and emotionally attuned,"It sounds really overwhelming to feel that way, like there's a heavy weight in your stomach. It’s completely understandable to be on edge with such a strong feeling.","Yes, it feels like this weight just won’t lift. I can’t help but wonder what’s lurking around the corner.",surprise,0.7769451141357422
fear,I can't shake this feeling that something's watching me; it's like my heart is racing for no reason.,fear,0.9679392576217651,Explore,concise and emotionally attuned,That sounds really unsettling. Can you share more about when you first started feeling this way or any specific situations that seem to trigger it?,"It hits me most at night, especially when I'm alone in my room; it’s like every little noise amplifies that feeling. I just can't help but feel like there’s someone lurking in the shadows.",fear,0.92083740234375
fear,I can’t shake this feeling that something terrible is lurking just around the corner.,fear,0.981762170791626,Explore,concise and emotionally attuned,That sounds really unsettling. Can you share more about what specifically makes you feel that way right now?,"It's the little things, really—like shadows that seem to stretch longer and whispers in the wind that make my heart race. I can't quite put my finger on it, but it's like danger is just waiting to pounce.",fear,0.93161541223526
fear,"I can’t shake this feeling like something terrible is about to happen. My heart is racing, and I just want to hide.",fear,0.9710908532142639,Explore,concise and emotionally attuned,That sounds really overwhelming. Can you share what thoughts or situations are contributing to this feeling?,"I keep imagining worst-case scenarios, like losing someone I care about or facing a big, life-changing event. It’s like a dark cloud hovering over me, and I can’t see a way out.",fear,0.6193562150001526
fear,I could feel my heart racing as I heard that strange noise behind me in the dark. What if something was following me?,fear,0.9797341227531433,Explore,concise and emotionally attuned,That sounds really intense; what kind of thoughts were swirling in your mind as you heard that noise? Did it remind you of any past experiences or fears?,"My mind raced with images of shadows and unseen threats, the kind of fears that have haunted me since childhood. What if it was something out there, waiting for the moment to pounce?",fear,0.9876980185508728
fear,I can't shake the feeling that something terrible is about to happen. It's like I can feel the air thickening around me.,fear,0.9725015759468079,Explore,concise and emotionally attuned,That sounds really intense—what do you think is contributing to that feeling for you? Can you share more about what’s been on your mind lately?,"I keep replaying unsettling news stories in my head, and it feels like they’re closing in on me. It’s as if my instincts are warning me, but I can’t quite pinpoint why.",fear,0.9671015739440918
fear,"I can't shake this feeling that something terrible is about to happen. It's like I'm being watched, and it sends chills down my spine.",fear,0.9735661149024963,Reframe,concise and emotionally attuned,"It sounds like you're really in tune with your feelings right now, which shows your sensitivity to your surroundings. Perhaps this awareness can be a way to prioritize your safety and self-care, helping you navigate this unease more effectively.","I appreciate that perspective, but it doesn't ease the unsettling weight in my chest. It just feels like the tension is building, and I'm not sure how to handle it.",fear,0.8786447644233704
